sample	run	subrun	event	rc	wall_s	core_s	timecmd_wall_s	maxrss_kb	dl_warn	event_label	n_bundle	n_inbeam_bundle	n_inbeam_flash	nu_evaluated	n_cosmic_skipped	nu_sel_t0_us	nu_sel_len_cm	nu_sel_n_assoc	nu_x_cm	nu_y_cm	nu_z_cm	numu_score	nue_score	cosmic_flag	cosmict_flag	cosmict_10_score	cosmict_score	kine_reco_Enu_MeV	kine_energy_excluded_MeV	kine_energy_excluded_main_MeV	kine_energy_excluded_other_MeV	kine_n_excluded	kine_energy_flagged_MeV
mcp2k	18259	1	47036	0	6.735	0.965	7	382776	0	cosmic-tagged	9	1	1	0	0																		
mcp2k	18259	1	47058	0	16.268	6.353	17	1219056	0	nu-candidate	10	1	1	1	0	1.341	174.0	11	39.577236	119.27403	99.98794	2.2368555	-15.0	1.0	0.0	0.7	0.0	532.20294	144.96474	0.0	144.96474	5	6.485476
mcp2k	18259	1	47212	0	19.756	9.450	20	1254968	0	nu-candidate	16	1	1	1	0	1.192	77.0	46	-153.4095	-119.30577	202.93623	0.002129168	-2.1827517	1.0	0.0	0.7	0.0	1311.7168	219.25009	219.25009	0.0	1	130.30588
mcp2k	18259	1	47278	0	16.198	6.141	17	1203336	0	nu-candidate	14	1	1	1	0	1.289	64.4	11	-84.52739	161.80844	202.62224	2.014507	-15.0	1.0	0.0	0.7	0.0	820.7567	0.0	0.0	0.0	0	18.821634
mcp2k	18259	1	47608	0	6.697	0.854	7	374680	0	no-bundle	11	0	1	0	0																		
mcp2k	18259	1	47696	0	16.188	5.503	17	1178036	0	cosmic-tagged	8	1	1	1	0	0.929	21.1	9	143.75038	7.361813	402.05136	-1.118294	-1.1504549	1.0	0.0	0.7	0.0	113.84942	3.2647264	0.0	3.2647264	3	0.0
mcp2k	18259	1	47784	0	17.386	7.018	18	1190340	0	nu-candidate	12	1	1	1	0	1.970	227.7	6	56.258934	-76.379745	113.80953	3.8990033	-15.0	1.0	0.0	0.7	0.0	952.69116	38.461353	0.0	38.461353	6	0.0
mcp2k	18259	1	47894	0	11.482	5.069	12	1173472	0	nu-candidate	12	1	1	1	0	1.267	1.9	12	179.3178	-93.51188	29.797544	-1.7224336	-15.0	1.0	1.0	0.7	0.0	125.802734	0.0	0.0	0.0	0	17.707882
mcp2k	18259	1	47916	0	16.095	5.452	17	1148564	0	nu-candidate	9	1	1	1	0	1.954	26.9	1	39.485085	193.90501	262.47873	2.8441863	-15.0	1.0	0.0	0.7	0.0	325.89056	1.2775278	0.0	1.2775278	1	0.0
mcp2k	18259	1	47982	0	6.647	0.792	7	350956	0	cosmic-tagged	10	1	1	0	0																		
