run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
18265	1	134814	0	0	1000006	14	14	same	1	0	0	2.6	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.6890	4321.5	1	4	0	0	0	0	1	0
18265	1	135188	0	0	1000004	17	17	same	1	0	0	1.6	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.5465	4091.8	1	7	0	0	0	0	1	0
18265	1	136200	0	0	6	30	30	same	8	1	0	113.7	1	1	-136.89	199.51	195.52	0	408.0	-2.9787	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		2.0786	9207.2	0	6	1	0	0	0	8	0
18269	1	197314	0	0	1000002	5	5	same	2	0	0	15.0	1	1	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.9208	11719.5	1	1000002	0	0	0	0	6	4
18269	1	200218	0	0	1000001	9	9	same	3	0	0	296.4	0	0	1.45	-88.33	59.15	0	976.3	-0.7088	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.4664	11623.8	1	5	1	0	0	0	5	2
18269	1	206378	0	0	1000012	14	14	same	1	0	1	4.5	0	0	110.87	170.10	252.10	0	60.7	-0.9482	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.0500	1761.3	1	1000012	1	0	0	0	4	3
18269	1	214100	0	0	10	7	7	same	1	0	0	21.4	0	0	-103.54	199.28	481.08	0	199.9	-1.8120	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		1.2400	1096.1	0	10	1	0	0	0	2	1
18275	1	2677	0	0	1000002	13	13	same	4	0	0	397.9	1	2	2.15	-167.45	268.11	0	1082.1	3.0691	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.7461	19585.1	1	4	1	0	0	0	9	5
18275	1	3491	0	0	1000009	14	14	same	1	0	0	1.8	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.5067	317.0	1	2	0	0	0	0	1	0
18275	1	4019	0	0	5	3	3	same	1	0	0	2.2	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.6037	10836.7	0	5	0	0	0	0	1	0
18275	1	16141	0	0	1000007	3	3	same	1	0	0	5.1	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.1711	225.9	1	3	0	0	0	0	1	0
18275	1	17813	0	0	3	19	19	same	2	0	0	429.8	1	1	-2.28	196.86	204.11	0	1175.7	2.3763	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		1.3480	24128.9	0	3	1	0	0	0	7	5
18279	1	173006	0	0	1	2	2	same	1	0	0	1.2	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.2918	17220.2	0	1	0	0	0	0	1	0
18279	1	173864	0	0	1000013	21	21	same	2	0	0	137.3	0	0	37.43	164.42	7.11	0	663.1	0.9762	-13.2774	4	0	1	0	0	0	0	-1				-1	-1	-1	-1		2.0150	6919.1	1	12	1	0	1	1	11	9
18279	1	177186	0	0	5	2	2	same	1	0	0	1.4	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.7299	2289.2	0	5	0	0	0	0	1	0
18279	1	178440	0	0	5	18	18	same	5	1	0	24.1	1	1	-131.67	129.70	1.68	0	202.4	-2.2082	-15.0000	10	1	0	1	0	1	0	-1				-1	-1	-1	-1		2.1430	4183.2	0	5	1	0	0	0	11	6
18279	1	183456	0	0	6	4	4	same	1	0	0	1.9	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.0267	9622.6	0	6	0	0	0	0	1	0
18279	1	185502	0	0	1	7	7	same	4	0	0	490.6	0	0	-167.50	199.33	93.33	0	1306.3	-1.9782	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		2.0734	21001.3	0	1	1	0	0	0	20	16
18279	1	187328	0	0	1	9	9	same	2	0	1	8.4	0	0	-179.84	38.05	327.12	0	215.5	-1.2088	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		0.3836	8211.9	0	1	1	0	0	0	6	4
18346	1	14222	0	0	1000001	6	6	same	1	0	0	1.2	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.4870	17173.8	1	1000001	0	0	0	0	1	0
18346	1	17302	0	0	6	25	25	same	12	1	1	20.2	1	2	-28.72	50.39	152.41	0	293.5	0.2116	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.3878	16229.8	0	6	1	0	0	0	17	5
18346	1	18358	0	0	3	19	19	same	10	1	0	34.6	1	3	45.55	194.47	240.52	0	859.3	0.6452	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.8082	18079.7	0	3	1	0	0	0	16	6
18346	1	18358	1	1	1000003	12	12	same	1	0	0	1.6	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.7976	13497.5	1	3	0	0	0	0	1	0
