sample	event	run	rc	has_calib	main_cid	vx	vy	vz	n_steiner_main	n_steiner_term	n_seg	n_stub	zz_len	zz_ratio	zz_rms_dr	zz_fold	zzi_len	zzi_ratio	zzi_rms_dr	iso_len75	iso_len80	iso_len_any75	iso_len_any85	mu_dqdx_med	mu_npts	uncov	uncov_q	pio_flag	pio_mass	mcs_energy	mcs_amb	mcs_range	event_label	nu_evaluated	numu_score	nue_score	Enu	wall_s	core_s	maxrss_kb	bundles
mcp2k	47036	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				3.043	0.788	386608	{"10:1000000": "-1,-1,-1", "11:2": "-1,-1,-1", "12:1000006": "0,1,0", "4:1000004": "-1,-1,-1", "5:1000005": "-1,-1,-1", "6:8": "-1,-1,-1", "7:1000002": "-1,-1,-1", "8:0": "-1,-1,-1", "9:4": "-1,-1,-1"}
mcp2k	47058	18259	0	1	11	39.5772	119.274	99.9879	1058	258	1	0	178.646	1.02943	2.86646	0.0305085	0	nan	nan	0	0	0	0	54325	287	0.250965	4.41729e+07	1	1.72188	455.843	0.41933	414.22	nu-candidate	1	2.2368555	-15.0	532.20294	7.476	5.967	1210756	{"10:0": "-1,-1,-1", "11:5": "0,0,1", "12:1000004": "-1,-1,-1", "2:1000003": "-1,-1,-1", "3:1000010": "-1,-1,-1", "5:1": "-1,-1,-1", "6:1000001": "-1,-1,-1", "7:9": "-1,-1,-1", "8:1000000": "-1,-1,-1", "9:6": "-1,-1,-1"}
mcp2k	47212	18259	0	1	1	-153.41	-119.306	202.936	423	93	3	0	80.204	1.03328	0.232508	0.137321	80.204	1.03328	0.232508	80.204	0	80.204	0	nan	0	0.320551	3.75104e+07	1	696.584	-1	-1	-1	nu-candidate	1	0.002129168	-2.1827517	1311.7168	11.557	9.175	1263368	{"10:1000010": "-1,-1,-1", "12:1000013": "-1,-1,-1", "15:1000002": "-1,-1,-1", "16:1000009": "-1,-1,-1", "17:4": "-1,-1,-1", "18:2": "-1,-1,-1", "19:7": "-1,-1,-1", "1:0": "0,0,0", "20:1000003": "-1,-1,-1", "21:17": "-1,-1,-1", "22:10": "-1,-1,-1", "23:3": "-1,-1,-1", "3:6": "-1,-1,-1", "5:5": "-1,-1,-1", "7:1000000": "-1,-1,-1", "8:1000004": "-1,-1,-1"}
mcp2k	47278	18259	0	1	6	-84.5274	161.808	202.622	593	141	4	0	84.2864	1.01914	0.10904	0.0217957	0	nan	nan	0	0	0	0	62881.6	60	0.06181	2.93982e+07	1	6.93496	293.008	0.925586	124	nu-candidate	1	2.014507	-15.0	820.7567	7.373	5.888	1207660	{"10:1000006": "-1,-1,-1", "12:1000008": "-1,-1,-1", "13:7": "-1,-1,-1", "14:1000004": "-1,-1,-1", "15:1000001": "-1,-1,-1", "16:3": "-1,-1,-1", "17:13": "-1,-1,-1", "18:4": "-1,-1,-1", "19:0": "-1,-1,-1", "2:10": "-1,-1,-1", "4:8": "-1,-1,-1", "6:6": "0,0,1", "7:2": "-1,-1,-1", "8:5": "-1,-1,-1"}
mcp2k	47608	18259	0	0																						nan	nan		nan	nan	nan	nan	no-bundle	0				3.017	0.766	376940	{"-1:1000008": "-1,-1,-1", "11:1000010": "-1,-1,-1", "12:1000006": "-1,-1,-1", "14:1000007": "-1,-1,-1", "15:1000011": "-1,-1,-1", "16:1000001": "-1,-1,-1", "1:2": "-1,-1,-1", "3:0": "-1,-1,-1", "5:1": "-1,-1,-1", "6:1000003": "-1,-1,-1", "7:1000009": "-1,-1,-1", "8:1000016": "-1,-1,-1"}
mcp2k	47696	18259	0	1	16	143.75	7.36181	402.051	141	30	1	0	20.1646	1.06264	0.315711	0.0909091	0	nan	nan	0	0	0	0	nan	0	0.41541	7.22212e+06	0	0	-1	-1	-1	cosmic-tagged	1	-1.118294	-1.1504549	113.84942	6.780	5.254	1177732	{"10:1": "-1,-1,-1", "11:1000002": "1,0,0", "12:1000000": "-1,-1,-1", "3:2": "-1,-1,-1", "4:4": "-1,-1,-1", "6:1000006": "-1,-1,-1", "8:1000005": "-1,-1,-1", "9:0": "-1,-1,-1"}
mcp2k	47784	18259	0	1	17	56.2589	-76.3797	113.81	1040	210	3	0	250.88	1.02291	0.769452	0.105812	218.094	1.02196	0.870248	218.094	218.094	218.094	0	50541.2	354	0.0714625	6.15243e+07	0	0	1169.81	0.714648	502.284	nu-candidate	1	3.8990033	-15.0	952.69116	8.254	6.797	1181024	{"10:1000009": "-1,-1,-1", "12:1000007": "-1,-1,-1", "13:1000014": "-1,-1,-1", "15:1000003": "-1,-1,-1", "16:4": "-1,-1,-1", "17:1000005": "0,0,0", "18:1000002": "-1,-1,-1", "19:1": "-1,-1,-1", "20:1000008": "-1,-1,-1", "3:5": "-1,-1,-1", "6:1000001": "-1,-1,-1", "8:1000011": "-1,-1,-1"}
mcp2k	47894	18259	0	1	12	179.318	-93.5119	29.7975	5	3	1	1	0	nan	nan	nan	0	nan	nan	0	0	0	0	nan	0	0.323037	423608	1	4.12229	-1	-1	-1	nu-candidate	1	-1.7224336	-15.0	125.802734	6.369	4.865	1164888	{"10:1000006": "-1,-1,-1", "12:1000003": "0,0,1", "15:1000002": "-1,-1,-1", "16:1000004": "-1,-1,-1", "17:1000001": "-1,-1,-1", "18:5": "-1,-1,-1", "19:1": "-1,-1,-1", "20:1000000": "-1,-1,-1", "2:3": "-1,-1,-1", "3:9": "-1,-1,-1", "6:1000007": "-1,-1,-1", "8:1000009": "-1,-1,-1"}
mcp2k	47916	18259	0	1	11	39.4851	193.905	262.479	219	57	2	0	33.7598	1.03728	0.734375	0.0367413	0	nan	nan	0	0	0	0	53350.7	25	0.00276505	9.81141e+06	0	0	-1	-1	-1	nu-candidate	1	2.8441863	-15.0	325.89056	4.368	4.995	1150296	{"10:1000002": "-1,-1,-1", "11:1000006": "0,0,0", "12:2": "-1,-1,-1", "13:3": "-1,-1,-1", "14:1000012": "-1,-1,-1", "1:11": "-1,-1,-1", "4:1": "-1,-1,-1", "5:1000000": "-1,-1,-1", "8:1000001": "-1,-1,-1"}
mcp2k	47982	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				0.813	0.707	360476	{"10:3": "-1,-1,-1", "11:1000003": "-1,-1,-1", "12:7": "1,0,0", "2:6": "-1,-1,-1", "3:1000009": "-1,-1,-1", "5:1000007": "-1,-1,-1", "6:1000006": "-1,-1,-1", "7:1000005": "-1,-1,-1", "8:1000000": "-1,-1,-1", "9:1000001": "-1,-1,-1"}
mcp2k	48246	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				1.356	1.178	413304	{"10:3": "-1,-1,-1", "11:1000002": "-1,-1,-1", "12:1000008": "-1,-1,-1", "13:1000004": "-1,-1,-1", "14:1": "-1,-1,-1", "15:0": "1,0,0", "1:16": "-1,-1,-1", "2:11": "-1,-1,-1", "7:1000006": "-1,-1,-1", "9:1000001": "-1,-1,-1"}
mcp2k	48444	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.322	1.153	415992	{"10:1000003": "-1,-1,-1", "11:5": "1,0,0", "12:1000004": "-1,-1,-1", "13:1000002": "-1,-1,-1", "14:0": "-1,-1,-1", "15:1": "-1,-1,-1", "2:3": "-1,-1,-1", "8:1000001": "-1,-1,-1"}
mcp2k	48488	18259	0	1	21	-184.767	182.564	202.62	1656	350	2	0	223.458	1.03185	5.31242	0.102426	0	nan	nan	0	0	0	0	51775.5	363	0.247435	5.82791e+07	1	1.16596	510.127	0.0678583	514.141	nu-candidate	1	4.407054	-15.0	713.0025	7.124	7.063	1257016	{"11:1000006": "-1,-1,-1", "13:1000000": "-1,-1,-1", "14:1000001": "-1,-1,-1", "15:1000009": "-1,-1,-1", "16:1000005": "-1,-1,-1", "17:1000013": "-1,-1,-1", "18:1": "-1,-1,-1", "19:0": "-1,-1,-1", "1:3": "-1,-1,-1", "20:1000011": "-1,-1,-1", "21:2": "0,0,1", "5:1000012": "-1,-1,-1", "6:1000015": "-1,-1,-1", "7:1000002": "-1,-1,-1", "9:1000008": "-1,-1,-1"}
mcp2k	48774	18259	0	1	7	-7.02185	18.0897	190.249	1183	257	2	0	293.423	1.03897	2.38326	0.152263	0	nan	nan	0	0	0	0	49839.5	478	0.386977	8.45659e+07	1	0.351651	642.505	0.00256307	666.401	nu-candidate	1	4.399704	-15.0	976.18835	8.193	6.799	1218280	{"10:1000003": "-1,-1,-1", "11:1": "-1,-1,-1", "2:5": "-1,-1,-1", "4:1000005": "-1,-1,-1", "6:1000001": "-1,-1,-1", "7:1000002": "0,0,1", "8:1000000": "-1,-1,-1", "9:1000004": "-1,-1,-1"}
mcp2k	48840	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.995	0.867	382472	{"12:1000003": "-1,-1,-1", "13:1": "-1,-1,-1", "14:1000008": "-1,-1,-1", "15:1000000": "-1,-1,-1", "16:1000004": "1,0,0", "17:6": "-1,-1,-1", "18:3": "-1,-1,-1", "19:1000001": "-1,-1,-1", "1:7": "-1,-1,-1", "3:2": "-1,-1,-1", "7:1000009": "-1,-1,-1", "9:1000012": "-1,-1,-1"}
mcp2k	49016	18259	0	0																						nan	nan		nan	nan	nan	nan	no-bundle	0				2.955	1.011	418288	{"-1:8": "-1,-1,-1", "10:1000015": "-1,-1,-1", "12:1000003": "-1,-1,-1", "14:1000006": "-1,-1,-1", "17:1000004": "-1,-1,-1", "19:1000000": "-1,-1,-1", "20:2": "-1,-1,-1", "21:1000002": "-1,-1,-1", "22:1000001": "-1,-1,-1", "23:0": "-1,-1,-1", "24:1000005": "-1,-1,-1", "2:13": "-1,-1,-1", "5:1": "-1,-1,-1", "7:7": "-1,-1,-1", "8:15": "-1,-1,-1"}
mcp2k	49346	18259	0	0																						nan	nan		nan	nan	nan	nan	no-beam-flash	0				2.905	0.750	368260	{"11:1000006": "-1,-1,-1", "13:1000004": "-1,-1,-1", "15:1000001": "-1,-1,-1", "16:1000003": "-1,-1,-1", "17:2": "-1,-1,-1", "18:6": "-1,-1,-1", "1:9": "-1,-1,-1", "3:0": "-1,-1,-1", "4:4": "-1,-1,-1", "5:1": "-1,-1,-1", "6:1000014": "-1,-1,-1", "8:1000000": "-1,-1,-1", "9:1000008": "-1,-1,-1"}
mcp2k	49415	18255	0	1	19	152.295	101.426	367.91	83	17	1	0	10.7536	1.12466	0.23872	0.294118	10.7536	1.12466	0.23872	10.7536	10.7536	10.7536	10.7536	nan	0	0.0149727	6.20638e+06	0	0	-1	-1	-1	nu-candidate	1	-3.109426	-15.0	134.0816	6.225	4.905	1175080	{"11:1000013": "-1,-1,-1", "12:8": "-1,-1,-1", "13:1000003": "-1,-1,-1", "14:0": "-1,-1,-1", "15:1000001": "-1,-1,-1", "16:1": "-1,-1,-1", "17:4": "-1,-1,-1", "18:6": "-1,-1,-1", "19:1000004": "0,0,1", "1:12": "-1,-1,-1", "2:9": "-1,-1,-1", "4:2": "-1,-1,-1", "9:5": "-1,-1,-1"}
mcp2k	49657	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.861	0.732	367076	{"10:1000000": "-1,-1,-1", "11:1000002": "-1,-1,-1", "12:0": "1,0,0", "13:5": "-1,-1,-1", "14:10": "-1,-1,-1", "15:1000003": "-1,-1,-1", "16:2": "-1,-1,-1", "17:1000012": "-1,-1,-1", "2:3": "-1,-1,-1", "4:1": "-1,-1,-1", "5:1000007": "-1,-1,-1", "7:1000005": "-1,-1,-1", "8:1000004": "-1,-1,-1"}
mcp2k	49698	18259	0	0																						nan	nan		nan	nan	nan	nan	nu-candidate	0				2.962	0.791	384684	{"10:1000018": "-1,-1,-1", "13:1000006": "-1,-1,-1", "15:1000009": "-1,-1,-1", "16:1000008": "-1,-1,-1", "17:12": "0,0,1", "18:9": "-1,-1,-1", "19:1000007": "-1,-1,-1", "1:10": "-1,-1,-1", "20:1000003": "-1,-1,-1", "21:1000004": "-1,-1,-1", "2:16": "-1,-1,-1", "3:18": "-1,-1,-1", "4:0": "-1,-1,-1", "6:2": "-1,-1,-1", "7:14": "-1,-1,-1", "8:1000012": "-1,-1,-1"}
mcp2k	49742	18259	0	1	16	180.737	54.2994	55.4631	446	112	1	0	108.627	1.029	0.490315	0.0555556	0	nan	nan	0	0	0	0	55204.1	172	0.428819	3.43221e+07	1	19.0369	260.558	0.394464	266.912	nu-candidate	1	1.4630873	-15.0	446.75006	6.480	5.177	1187020	{"10:1000001": "-1,-1,-1", "12:1000003": "-1,-1,-1", "14:1000002": "-1,-1,-1", "15:1000007": "-1,-1,-1", "16:1000005": "0,0,1", "17:9": "-1,-1,-1", "18:14": "-1,-1,-1", "19:1000000": "-1,-1,-1", "2:4": "-1,-1,-1", "5:1000013": "-1,-1,-1", "6:1000009": "-1,-1,-1", "8:1000006": "-1,-1,-1"}
mcp2k	49745	18255	0	1	3	-50.3546	-60.3908	302.127	580	99	4	0	47.3024	1.09095	0.343536	0.30175	0	nan	nan	0	0	0	0	nan	0	0.308846	2.56323e+07	0	0	-1	-1	-1	nu-candidate	1	-1.2232693	-6.0652323	351.17337	6.474	5.692	1187204	{"10:1000000": "-1,-1,-1", "11:0": "-1,-1,-1", "1:8": "-1,-1,-1", "2:2": "-1,-1,-1", "3:3": "0,0,1", "6:1000010": "-1,-1,-1", "8:1000001": "-1,-1,-1", "9:1000002": "-1,-1,-1"}
mcp2k	49767	18255	0	1	52	2.36002	-67.5587	321.056	28	10	1	0	0	nan	nan	nan	0	nan	nan	0	0	0	0	nan	0	0.351069	1.03273e+06	0	0	-1	-1	-1	cosmic-tagged	1	-2.0492668	-15.0	114.55363	7.711	6.385	1322508	{"10:0": "-1,-1,-1", "12:4": "-1,-1,-1", "16:1000003": "-1,-1,-1", "17:3": "-1,-1,-1", "18:1000002": "-1,-1,-1", "19:1000001": "-1,-1,-1", "1:20": "-1,-1,-1", "20:1000005": "-1,-1,-1", "21:1000000": "0,1,0", "22:9": "-1,-1,-1", "2:19": "-1,-1,-1", "3:21": "-1,-1,-1", "6:2": "-1,-1,-1", "8:1": "-1,-1,-1"}
mcp2k	49789	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				1.698	1.076	381284	{"10:1000000": "-1,-1,-1", "11:1000018": "-1,-1,-1", "13:1000002": "-1,-1,-1", "15:6": "-1,-1,-1", "16:2": "0,1,0", "17:5": "-1,-1,-1", "18:1000009": "-1,-1,-1", "19:1000006": "-1,-1,-1", "1:4": "-1,-1,-1", "2:9": "-1,-1,-1", "3:7": "-1,-1,-1", "5:16": "-1,-1,-1", "7:1": "-1,-1,-1"}
mcp2k	49877	18255	0	1	-1	nan	nan	nan	0	0	0	0	0	nan	nan	nan	0	nan	nan	0	0	0	0	nan	0	nan	nan	0	0	-1	-1	-1	cosmic-tagged	1	-1.9416895	-15.0	0.0	4.141	3.022	766420	{"10:1000008": "-1,-1,-1", "12:1000013": "-1,-1,-1", "14:1000007": "-1,-1,-1", "16:1000011": "-1,-1,-1", "17:1000002": "-1,-1,-1", "18:1000006": "-1,-1,-1", "21:1000014": "0,1,0", "22:1": "-1,-1,-1", "23:2": "-1,-1,-1", "24:0": "-1,-1,-1", "25:1000010": "-1,-1,-1", "26:1000004": "-1,-1,-1", "27:1000012": "-1,-1,-1", "3:3": "-1,-1,-1", "4:14": "-1,-1,-1"}
mcp2k	49984	18259	0	1	4	-160.168	-193.106	476.795	142	30	1	0	28.0869	1.10942	0.206912	0.282609	28.0869	1.10942	0.206912	28.0869	0	28.0869	0	49565.8	38	0.0210081	6.83274e+06	1	0.529951	-1	-1	-1	nu-candidate	1	1.582063	-15.0	200.83952	6.278	5.027	1224888	{"11:1000006": "-1,-1,-1", "12:1000003": "-1,-1,-1", "15:1000007": "-1,-1,-1", "16:1000005": "-1,-1,-1", "18:3": "-1,-1,-1", "19:1000002": "-1,-1,-1", "1:0": "-1,-1,-1", "20:1000000": "-1,-1,-1", "21:1": "-1,-1,-1", "22:5": "-1,-1,-1", "23:4": "-1,-1,-1", "2:6": "-1,-1,-1", "4:8": "0,0,0", "6:1000015": "-1,-1,-1", "8:1000004": "-1,-1,-1", "9:1000012": "-1,-1,-1"}
mcp2k	49987	18255	0	1	8	-108.213	180.642	338.32	1162	235	1	0	227.597	1.05031	2.32738	0.177249	0	nan	nan	0	0	0	0	48920	370	0.390109	5.99717e+07	1	2.67217	621.328	0.377712	515.751	nu-candidate	1	1.2691785	-15.0	638.6887	7.398	6.047	1197640	{"10:1000001": "-1,-1,-1", "2:0": "-1,-1,-1", "3:1": "-1,-1,-1", "4:2": "-1,-1,-1", "5:1000005": "-1,-1,-1", "6:1000003": "-1,-1,-1", "7:1000002": "-1,-1,-1", "8:3": "0,0,0", "9:1000011": "-1,-1,-1"}
mcp2k	50182	18259	0	1	10	-19.0565	-113.249	306.381	691	149	2	0	118.372	1.02442	1.10378	0.0412371	0	nan	nan	0	0	0	0	54993.3	186	0.0398471	2.74008e+07	1	2.37745	266.966	0.260501	289.045	nu-candidate	1	4.037882	-15.0	512.186	6.029	5.628	1170640	{"10:1000004": "0,0,1", "11:1000003": "-1,-1,-1", "12:1000002": "-1,-1,-1", "13:5": "-1,-1,-1", "14:1": "-1,-1,-1", "15:1000000": "-1,-1,-1", "3:0": "-1,-1,-1", "5:1000007": "-1,-1,-1", "6:1000001": "-1,-1,-1", "7:1000005": "-1,-1,-1"}
mcp2k	50226	18259	0	0																						nan	nan		nan	nan	nan	nan	nu-candidate	0				0.816	0.661	347348	{"10:7": "-1,-1,-1", "11:1000006": "0,0,0", "12:1000005": "-1,-1,-1", "1:6": "-1,-1,-1", "3:5": "-1,-1,-1", "4:9": "-1,-1,-1", "5:1000007": "-1,-1,-1", "6:1000002": "-1,-1,-1", "8:1000000": "-1,-1,-1", "9:1": "-1,-1,-1"}
mcp2k	50270	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				1.568	0.756	372504	{"10:0": "-1,-1,-1", "11:1000000": "-1,-1,-1", "12:9": "-1,-1,-1", "13:1000003": "-1,-1,-1", "14:1000014": "-1,-1,-1", "15:4": "-1,-1,-1", "16:1000007": "-1,-1,-1", "17:1000006": "-1,-1,-1", "18:1000012": "0,1,0", "1:10": "-1,-1,-1", "8:1000001": "-1,-1,-1", "9:2": "-1,-1,-1"}
mcp2k	50273	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				1.508	0.742	339068	{"10:10": "-1,-1,-1", "11:3": "0,1,0", "1:11": "-1,-1,-1", "3:1": "-1,-1,-1", "6:1000007": "-1,-1,-1", "7:1000008": "-1,-1,-1", "8:1000003": "-1,-1,-1", "9:1000000": "-1,-1,-1"}
mcp2k	50336	18259	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				1.771	0.788	346960	{"10:1": "-1,-1,-1", "11:8": "-1,-1,-1", "12:1000009": "-1,-1,-1", "13:1000006": "-1,-1,-1", "14:1000010": "-1,-1,-1", "1:10": "-1,-1,-1", "5:2": "1,0,0", "6:1000005": "-1,-1,-1", "7:1000000": "-1,-1,-1"}
mcp2k	50446	18259	0	1	13	119.952	-85.1512	223.806	330	62	1	0	66.4047	1.05361	2.79024	0.145455	66.4047	1.05361	2.79024	66.4047	66.4047	66.4047	0	59755.3	102	0.0264292	1.44476e+07	1	1.95416	200.146	0.756482	178.113	nu-candidate	1	0.82612187	-15.0	294.8933	6.103	5.151	1168664	{"13:1000011": "0,0,1", "15:1000003": "-1,-1,-1", "16:4": "-1,-1,-1", "17:1000009": "-1,-1,-1", "18:1000002": "-1,-1,-1", "19:1000000": "-1,-1,-1", "20:1000013": "-1,-1,-1", "21:1000004": "-1,-1,-1", "22:1": "-1,-1,-1", "23:1000005": "-1,-1,-1", "3:0": "-1,-1,-1", "4:5": "-1,-1,-1", "7:1000014": "-1,-1,-1", "9:1000012": "-1,-1,-1"}
mcp2k	50680	18255	0	0																						nan	nan		nan	nan	nan	nan	no-beam-flash	0				2.592	0.712	360356	{"10:12": "-1,-1,-1", "12:3": "-1,-1,-1", "14:1": "-1,-1,-1", "15:1000020": "-1,-1,-1", "16:1000013": "-1,-1,-1", "17:6": "-1,-1,-1", "18:1000006": "-1,-1,-1", "19:10": "-1,-1,-1", "1:19": "-1,-1,-1", "20:8": "-1,-1,-1", "21:1000001": "-1,-1,-1", "3:9": "-1,-1,-1", "5:17": "-1,-1,-1", "8:0": "-1,-1,-1"}
mcp2k	50688	18259	0	1	10	126.894	3.24068	42.3481	21	10	1	1	0	nan	nan	nan	0	nan	nan	0	0	0	0	nan	0	0.0179097	455284	1	0.118813	-1	-1	-1	nu-candidate	1	-1.8397324	-15.0	114.0548	6.532	3.693	1104376	{"10:1000005": "0,0,1", "1:1000010": "-1,-1,-1", "3:1000000": "-1,-1,-1", "5:1000003": "-1,-1,-1", "7:5": "-1,-1,-1", "8:3": "-1,-1,-1", "9:1000002": "-1,-1,-1"}
mcp2k	50732	18259	0	0																						nan	nan		nan	nan	nan	nan	no-beam-flash	0				2.802	0.772	376048	{"10:1000008": "-1,-1,-1", "11:1000006": "-1,-1,-1", "12:0": "-1,-1,-1", "13:1000010": "-1,-1,-1", "14:1000012": "-1,-1,-1", "3:1000003": "-1,-1,-1", "5:1000000": "-1,-1,-1", "6:1000005": "-1,-1,-1", "8:1000013": "-1,-1,-1", "9:1000002": "-1,-1,-1"}
mcp2k	50801	18255	0	1	20	-148.771	-30.7294	302.518	351	73	2	0	52.5378	1.01536	0.265932	0.0467796	0	nan	nan	0	0	0	0	70010.5	35	0.126899	2.1557e+07	1	47.9347	-1	-1	-1	no-bundle	1	-0.3044867	-15.0	508.7067	7.472	6.086	1251128	{"-1:3": "-1,-1,-1", "10:1000009": "-1,-1,-1", "12:1": "-1,-1,-1", "14:1000006": "-1,-1,-1", "15:1000008": "-1,-1,-1", "16:1000000": "-1,-1,-1", "1:8": "-1,-1,-1", "3:0": "-1,-1,-1", "5:4": "-1,-1,-1", "7:1000003": "-1,-1,-1", "9:1000001": "-1,-1,-1"}
mcp2k	50812	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.983	0.848	387724	{"10:1000005": "-1,-1,-1", "11:0": "-1,-1,-1", "12:13": "-1,-1,-1", "13:1000001": "-1,-1,-1", "1:6": "-1,-1,-1", "2:3": "-1,-1,-1", "3:2": "-1,-1,-1", "4:1000009": "1,0,0", "6:1000002": "-1,-1,-1", "7:1000003": "-1,-1,-1", "8:1000008": "-1,-1,-1"}
mcp2k	50842	18259	0	0																						nan	nan		nan	nan	nan	nan	no-beam-flash	0				3.031	0.933	407344	{"10:13": "-1,-1,-1", "11:15": "-1,-1,-1", "13:11": "-1,-1,-1", "14:1000009": "-1,-1,-1", "17:1000004": "-1,-1,-1", "18:4": "-1,-1,-1", "19:3": "-1,-1,-1", "1:17": "-1,-1,-1", "20:1000002": "-1,-1,-1", "21:6": "-1,-1,-1", "22:5": "-1,-1,-1", "2:12": "-1,-1,-1", "4:8": "-1,-1,-1", "7:2": "-1,-1,-1", "9:7": "-1,-1,-1"}
mcp2k	51065	18255	0	0																						nan	nan		nan	nan	nan	nan	no-beam-flash	0				4.471	1.381	496352	{"10:1000008": "-1,-1,-1", "11:1000007": "-1,-1,-1", "14:1000009": "-1,-1,-1", "16:1000004": "-1,-1,-1", "17:3": "-1,-1,-1", "18:8": "-1,-1,-1", "19:1000002": "-1,-1,-1", "20:4": "-1,-1,-1", "21:1000001": "-1,-1,-1", "22:1000003": "-1,-1,-1", "23:2": "-1,-1,-1", "24:1000005": "-1,-1,-1", "5:0": "-1,-1,-1", "7:6": "-1,-1,-1", "8:5": "-1,-1,-1"}
mcp2k	51109	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.771	0.611	335452	{"11:1000001": "-1,-1,-1", "12:4": "-1,-1,-1", "13:5": "-1,-1,-1", "14:2": "-1,-1,-1", "15:1000003": "1,0,0", "1:10": "-1,-1,-1", "2:6": "-1,-1,-1", "5:3": "-1,-1,-1", "7:1000007": "-1,-1,-1", "8:1000006": "-1,-1,-1"}
mcp2k	51128	18259	0	1	22	163.798	113.968	296.019	569	121	2	0	63.2542	1.05137	0.317327	0.0477955	0	nan	nan	0	0	0	0	63795.9	75	0.194708	2.17581e+07	1	8.27994	134.728	0.732354	144.217	nu-candidate	1	0.31732762	-15.0	503.5134	5.893	5.718	1233980	{"10:1000003": "-1,-1,-1", "11:1000005": "-1,-1,-1", "13:1000001": "-1,-1,-1", "15:1000014": "-1,-1,-1", "17:1000010": "-1,-1,-1", "18:4": "-1,-1,-1", "19:2": "-1,-1,-1", "20:6": "-1,-1,-1", "21:1": "-1,-1,-1", "22:1000004": "0,0,1", "2:3": "-1,-1,-1", "6:1000011": "-1,-1,-1", "8:1000012": "-1,-1,-1"}
mcp2k	51153	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.905	1.029	397100	{"10:1000019": "-1,-1,-1", "11:1000014": "-1,-1,-1", "12:1000007": "-1,-1,-1", "13:1000015": "-1,-1,-1", "14:1000011": "-1,-1,-1", "16:1000012": "-1,-1,-1", "17:1000001": "-1,-1,-1", "18:1000004": "-1,-1,-1", "19:1000003": "0,1,0", "20:3": "-1,-1,-1", "21:5": "-1,-1,-1", "22:1000008": "-1,-1,-1", "2:0": "-1,-1,-1", "3:1": "-1,-1,-1", "8:1000002": "-1,-1,-1"}
mcp2k	51208	18255	0	0																						nan	nan		nan	nan	nan	nan	cosmic-tagged	0				2.918	1.223	410036	{"10:1000000": "-1,-1,-1", "11:4": "1,0,0", "1:0": "-1,-1,-1", "4:2": "-1,-1,-1", "5:1000009": "-1,-1,-1", "7:1": "-1,-1,-1", "8:3": "-1,-1,-1", "9:5": "-1,-1,-1"}
mcp2k	51219	18255	0	1	12	-84.3821	-109.694	14.8047	1286	242	3	0	240.726	1.06811	3.75406	0.173287	213.064	1.07441	4.23214	186.675	186.675	213.064	0	52816.8	302	0.087163	5.27622e+07	1	32.4982	397.416	0.222274	431.399	nu-candidate	1	3.6453238	-10.784863	870.3589	9.713	8.157	1149032	{"10:1000002": "-1,-1,-1", "11:3": "-1,-1,-1", "12:1": "0,0,1", "13:1000005": "-1,-1,-1", "14:1000003": "-1,-1,-1", "1:9": "-1,-1,-1", "2:4": "-1,-1,-1", "3:8": "-1,-1,-1", "5:1000000": "-1,-1,-1", "6:1000001": "-1,-1,-1", "8:1000010": "-1,-1,-1"}
mcp2k	51260	18259	0	1	7	-201.443	97.2893	30.1903	151	29	1	0	24.0058	1.10384	0.248288	0.358974	24.0058	1.10384	0.248288	0	0	24.0058	0	nan	0	0.139303	5.2272e+06	1	33.4	-1	-1	-1	nu-candidate	1	-1.4369873	-13.591919	94.946625	6.548	4.364	1234564	{"10:1000000": "-1,-1,-1", "11:1000010": "-1,-1,-1", "13:1000003": "-1,-1,-1", "14:1000006": "-1,-1,-1", "15:12": "-1,-1,-1", "16:23": "-1,-1,-1", "17:1000004": "-1,-1,-1", "18:7": "-1,-1,-1", "19:1000002": "-1,-1,-1", "20:1000005": "-1,-1,-1", "21:6": "-1,-1,-1", "22:2": "-1,-1,-1", "23:1000007": "-1,-1,-1", "2:19": "-1,-1,-1", "5:11": "-1,-1,-1", "7:1": "0,0,0", "8:1000015": "-1,-1,-1"}
